cik,filing_date_8k,items,accession
806085,2008-03-13,9.01,0001104659-08-017422
806085,2008-03-12,9.01,0001193125-08-053868
806085,2008-03-11,9.01,0001193125-08-052873
806085,2008-03-11,9.01,0001193125-08-052503
806085,2008-03-05,9.01,0001104659-08-015524
806085,2008-03-04,9.01,0001193125-08-046456
806085,2008-03-03,9.01,0001193125-08-044579
806085,2008-02-28,9.01,0001193125-08-041552
806085,2008-02-27,9.01,0001193125-08-039719
806085,2008-02-26,9.01,0001104659-08-012902
806085,2008-02-25,9.01,0001193125-08-037187
806085,2008-02-22,9.01,0001193125-08-035946
806085,2008-02-22,9.01,0001193125-08-035941
806085,2008-02-20,9.01,0001193125-08-034293
806085,2008-02-19,9.01,0001104659-08-011489
806085,2008-02-19,9.01,0001193125-08-033583
806085,2008-02-15,9.01,0001193125-08-032286
806085,2008-02-13,9.01,0001104659-08-009803
806085,2008-02-12,9.01,0001104659-08-009462
806085,2008-02-12,9.01,0001193125-08-027359
806085,2008-02-12,"3.03,5.03,8.01,9.01",0001104659-08-009304
806085,2008-02-11,9.01,0001104659-08-009005
806085,2008-02-08,"5.02,9.01",0000806085-08-000021
806085,2008-02-06,9.01,0001104659-08-007639
806085,2008-02-06,9.01,0001193125-08-021373
806085,2008-02-05,"8.01,9.01",0001193125-08-020099
806085,2008-02-04,7.01,0001193125-08-019269
806085,2008-02-04,9.01,0001193125-08-019160
806085,2008-02-04,9.01,0001193125-08-019159
806085,2008-01-29,9.01,0001193125-08-014103
806085,2008-01-23,9.01,0001104659-08-004027
806085,2008-01-17,8.01,0000806085-08-000015
806085,2008-01-17,9.01,0001193125-08-007784
806085,2008-01-16,9.01,0001104659-08-003067
806085,2008-01-15,9.01,0001193125-08-006494
806085,2008-01-15,9.01,0001193125-08-006493
806085,2008-01-04,9.01,0001193125-08-001574
806085,2008-01-04,9.01,0001193125-08-001406
806085,2007-12-28,9.01,0001104659-07-091272
806085,2007-12-21,9.01,0001104659-07-090412
806085,2007-12-20,9.01,0001193125-07-269070
806085,2007-12-17,9.01,0001193125-07-266179
806085,2007-12-17,9.01,0001193125-07-266178
806085,2007-12-13,9.01,0001193125-07-264488
806085,2007-12-13,9.01,0001193125-07-264485
806085,2007-12-13,"2.02,9.01",0001104659-07-088588
806085,2007-12-11,9.01,0001104659-07-088150
806085,2007-12-10,9.01,0001193125-07-262000
806085,2007-12-07,5.02,0001104659-07-087775
806085,2007-12-06,"5.02,9.01",0001104659-07-087481
806085,2007-12-05,9.01,0001193125-07-259392
806085,2007-12-04,9.01,0001193125-07-258708
806085,2007-12-04,9.01,0001193125-07-258688
806085,2007-12-03,9.01,0001104659-07-086597
806085,2007-11-30,9.01,0001193125-07-257189
806085,2007-11-27,9.01,0001193125-07-253667
806085,2007-11-21,9.01,0001193125-07-252138
806085,2007-11-21,9.01,0001193125-07-251820
806085,2007-11-20,9.01,0001193125-07-251294
806085,2007-11-19,9.01,0001104659-07-084125
806085,2007-11-15,"5.02,5.03,9.01",0001104659-07-083574
806085,2007-11-09,9.01,0001193125-07-242161
806085,2007-11-07,9.01,0001104659-07-080533
806085,2007-11-07,9.01,0001193125-07-237871
806085,2007-11-06,9.01,0001104659-07-080245
806085,2007-11-05,9.01,0001193125-07-235080
806085,2007-11-01,9.01,0001104659-07-078911
806085,2007-10-30,9.01,0001193125-07-229523
806085,2007-10-29,9.01,0001193125-07-228344
806085,2007-10-17,9.01,0001193125-07-220062
806085,2007-10-16,9.01,0001193125-07-219301
806085,2007-10-15,"8.01,9.01",0001193125-07-218509
806085,2007-10-15,9.01,0001104659-07-074884
806085,2007-10-05,9.01,0001104659-07-073535
806085,2007-10-05,9.01,0001193125-07-213967
806085,2007-10-02,9.01,0001193125-07-211786
806085,2007-10-02,9.01,0001193125-07-211784
806085,2007-10-02,9.01,0001104659-07-072605
806085,2007-09-25,9.01,0001104659-07-071062
806085,2007-09-21,"5.02,9.01",0001104659-07-070475
806085,2007-09-19,9.01,0001104659-07-069958
806085,2007-09-18,9.01,0001193125-07-203028
806085,2007-09-18,"2.02,9.01",0001104659-07-069638
806085,2007-09-06,"8.01,9.01",0001104659-07-067338
806085,2007-09-05,9.01,0001193125-07-195588
806085,2007-09-05,9.01,0001193125-07-195585
806085,2007-09-05,9.01,0001104659-07-067008
806085,2007-08-27,9.01,0001193125-07-189782
806085,2007-08-24,9.01,0001104659-07-064760
806085,2007-08-23,9.01,0001193125-07-188040
806085,2007-08-22,"8.01,9.01",0001104659-07-064259
806085,2007-08-17,9.01,0001193125-07-185138
806085,2007-08-14,9.01,0001104659-07-062171
806085,2007-08-10,9.01,0001193125-07-178662
806085,2007-08-10,9.01,0001193125-07-178654
806085,2007-08-08,9.01,0001104659-07-060198
806085,2007-08-06,9.01,0001104659-07-059217
806085,2007-08-03,9.01,0001193125-07-170348
806085,2007-08-03,9.01,0001193125-07-170345
806085,2007-08-03,9.01,0001193125-07-170343
806085,2007-08-03,9.01,0001193125-07-170332
806085,2007-08-03,9.01,0001193125-07-170328
806085,2007-07-30,9.01,0001104659-07-057148
806085,2007-07-24,9.01,0001193125-07-160748
806085,2007-07-24,9.01,0001104659-07-055705
806085,2007-07-17,9.01,0001104659-07-054455
806085,2007-07-16,9.01,0001193125-07-155505
806085,2007-07-12,"8.01,9.01",0001193125-07-153838
806085,2007-07-10,9.01,0001104659-07-053140
806085,2007-07-06,9.01,0001193125-07-150805
806085,2007-07-06,9.01,0001193125-07-150804
806085,2007-07-06,9.01,0001193125-07-150800
806085,2007-07-06,9.01,0001193125-07-150793
806085,2007-07-06,9.01,0001193125-07-150786
806085,2007-07-05,9.01,0001193125-07-149936
806085,2007-07-03,9.01,0001104659-07-052027
806085,2007-06-28,9.01,0001193125-07-145594
806085,2007-06-27,9.01,0001104659-07-050218
806085,2007-06-21,9.01,0001193125-07-140026
806085,2007-06-18,9.01,0001193125-07-137708
806085,2007-06-15,9.01,0001104659-07-047980
806085,2007-06-12,9.01,0001193125-07-133899
806085,2007-06-12,"2.02,9.01",0001104659-07-047005
806085,2007-06-06,9.01,0001193125-07-130632
806085,2007-06-06,9.01,0001193125-07-130629
806085,2007-06-05,9.01,0001104659-07-045375
806085,2007-05-30,9.01,0001104659-07-044152
806085,2007-05-23,"3.03,5.03,8.01,9.01",0001047469-07-004575
806085,2007-05-23,9.01,0001193125-07-120895
806085,2007-05-14,"8.01,9.01",0001104659-07-039524
806085,2007-05-14,9.01,0001104659-07-039161
806085,2007-05-09,9.01,0001193125-07-108027
806085,2007-05-01,9.01,0001104659-07-034445
806085,2007-04-18,5.02,0000806085-07-000062
806085,2007-04-18,9.01,0001104659-07-029037
806085,2007-04-09,9.01,0001104659-07-027170
806085,2007-04-06,9.01,0001104659-07-026346
806085,2007-03-30,9.01,0001104659-07-024193
806085,2007-03-30,9.01,0001104659-07-024179
806085,2007-03-23,9.01,0001104659-07-021713
806085,2007-03-21,9.01,0001104659-07-021178
806085,2007-03-14,9.01,0001104659-07-019107
806085,2007-03-14,"2.02,9.01",0001104659-07-018831
806085,2007-03-13,9.01,0001104659-07-018566
806085,2007-03-13,"8.01,9.01",0000806085-07-000031
806085,2007-03-01,9.01,0001104659-07-015281
806085,2007-02-28,9.01,0001104659-07-015034
806085,2007-02-28,9.01,0001104659-07-015028
806085,2007-02-28,9.01,0001104659-07-015024
806085,2007-02-14,9.01,0001104659-07-011084
806085,2007-02-09,9.01,0001104659-07-009214
806085,2007-02-02,9.01,0001104659-07-006753
806085,2007-01-31,9.01,0001104659-07-006117
806085,2007-01-19,8.01,0001104659-07-003525
806085,2006-12-29,9.01,0000950136-06-010643
806085,2006-12-28,9.01,0001104659-06-084155
806085,2006-12-27,"5.03,8.01,9.01",0000806085-06-000164
806085,2006-12-21,9.01,0000950136-06-010488
806085,2006-12-14,"2.02,9.01",0001104659-06-081389
806085,2006-12-12,5.02,0000806085-06-000157
806085,2006-12-07,"5.02,9.01",0000806085-06-000148
806085,2006-12-04,9.01,0001104659-06-079066
806085,2006-12-01,5.02,0000806085-06-000129
806085,2006-11-22,9.01,0001104659-06-077358
806085,2006-11-13,9.01,0001104659-06-074218
806085,2006-11-13,9.01,0000950136-06-009390
806085,2006-10-30,9.01,0001104659-06-069508
806085,2006-10-27,9.01,0001104659-06-069102
806085,2006-10-25,9.01,0000950136-06-008836
806085,2006-10-24,"8.01,9.01",0000806085-06-000112
806085,2006-10-02,9.01,0001104659-06-064398
806085,2006-09-15,9.01,0001104659-06-061329
806085,2006-09-13,"2.02,9.01",0001104659-06-060767
806085,2006-08-30,9.01,0001104659-06-058158
806085,2006-08-16,9.01,0001104659-06-055492
806085,2006-08-03,9.01,0000950136-06-006322
806085,2006-07-26,9.01,0000950136-06-006001
806085,2006-07-21,9.01,0001104659-06-048083
806085,2006-07-03,9.01,0001104659-06-045097
806085,2006-06-29,9.01,0001104659-06-044381
806085,2006-06-12,"2.02,9.01",0001104659-06-041035
806085,2006-05-31,9.01,0000950136-06-004417
806085,2006-05-30,9.01,0001104659-06-038161
806085,2006-05-24,9.01,0001104659-06-037126
806085,2006-05-03,9.01,0001104659-06-030536
806085,2006-04-25,9.01,0001104659-06-027166
806085,2006-04-04,"8.01,9.01",0001104659-06-022033
806085,2006-03-31,"1.01,9.01",0001104659-06-021355
806085,2006-03-31,9.01,0000950136-06-002612
806085,2006-03-28,9.01,0001104659-06-019749
806085,2006-03-24,9.01,0001104659-06-019048
806085,2006-03-16,9.01,0001104659-06-017161
806085,2006-03-15,"2.02,9.01",0000806085-06-000042
806085,2006-03-10,9.01,0000950136-06-001843
806085,2006-03-10,9.01,0001104659-06-015703
806085,2006-03-03,9.01,0000950136-06-001621
806085,2006-02-24,"3.02,3.03",0000806085-06-000039
806085,2006-02-21,5.02,0000806085-06-000036
806085,2006-02-10,9.01,0001104659-06-007682
806085,2006-01-26,9.01,0000950136-06-000465
806085,2006-01-23,9.01,0001104659-06-003271
806085,2006-01-17,9.01,0001104659-06-002279
806085,2005-12-15,9.01,0000950136-05-008046
806085,2005-12-13,"2.02,9.01",0000806085-05-000250
806085,2005-12-06,"1.01,9.01",0000806085-05-000246
806085,2005-11-29,9.01,0001104659-05-057990
806085,2005-11-21,1.01,0000806085-05-000229
806085,2005-11-15,9.01,0000950136-05-007285
806085,2005-10-13,9.01,0000950136-05-006426
806085,2005-10-04,9.01,0001104659-05-047057
806085,2005-09-29,9.01,0000950136-05-006138
806085,2005-09-23,"3.02,3.03",0000806085-05-000201
806085,2005-09-16,"5.02,9.01",0000806085-05-000190
806085,2005-09-15,7.01,0000806085-05-000188
806085,2005-09-14,"2.02,9.01",0000806085-05-000185
806085,2005-09-01,9.01,0001104659-05-042323
806085,2005-08-18,"3.02,3.03",0001104659-05-040329
806085,2005-07-29,9.01,0000950136-05-004429
806085,2005-07-20,"5.03,9.01",0001104659-05-033201
806085,2005-07-07,9.01,0000950136-05-004012
806085,2005-06-28,9.01,0001104659-05-030084
806085,2005-06-21,9.01,0001104659-05-029061
806085,2005-06-14,"2.02,9.01",0000806085-05-000133
806085,2005-06-10,"1.01,9.01",0000806085-05-000127
806085,2005-05-19,9.01,0001104659-05-024479
806085,2005-05-11,9.01,0000950136-05-002700
806085,2005-04-04,"3.02,3.03",0001104659-05-014957
806085,2005-03-15,"2.02,9.01",0000806085-05-000069
806085,2005-03-03,9.01,0000950136-05-001130
806085,2005-03-03,9.01,0000950136-05-001129
806085,2005-02-09,9.01,0000950136-05-000675
806085,2005-02-03,9.01,0000950136-05-000562
806085,2005-01-18,9.01,0001104659-05-001706
806085,2004-12-23,9.01,0000950136-04-004526
806085,2004-12-15,"2.02,9.01",0000806085-04-000232
806085,2004-12-06,"1.01,9.01",0001104659-04-038381
806085,2004-11-29,5.02,0000893750-04-000556
806085,2004-11-15,9.01,0000950136-04-003999
806085,2004-10-08,9.01,0000893750-04-000509
806085,2004-10-08,8.01,0000893750-04-000507
806085,2004-09-28,7.01,0000950136-04-003140
806085,2004-09-21,"2.02,9.01",0000806085-04-000165
806085,2004-08-16,7,0001104659-04-024432
806085,2004-06-15,"12,7",0000806085-04-000111
806085,2004-06-07,7,0000806085-04-000108
806085,2004-05-24,"5,7",0000806085-04-000103
806085,2004-04-22,7,0001104659-04-010823
806085,2004-04-12,7,0000806085-04-000078
806085,2004-03-16,"12,7",0000806085-04-000047
806085,2004-03-03,7,0000806085-04-000040
806085,2004-03-03,7,0001104659-04-006313
806085,2004-02-06,7,0000806085-04-000019
806085,2004-01-30,7,0000893750-04-000032
806085,2004-01-20,5,0000806085-04-000008
806085,2003-12-17,"12,7",0000806085-03-000225
806085,2003-11-25,7,0000806085-03-000208
806085,2003-11-07,7,0000806085-03-000196
806085,2003-11-06,7,0000806085-03-000193
806085,2003-10-31,"5,7",0000893750-03-000552
806085,2003-10-31,7,0001047469-03-035417
806085,2003-10-08,7,0000806085-03-000185
806085,2003-09-23,"12,7",0000806085-03-000178
806085,2003-09-16,7,0000806085-03-000171
806085,2003-09-10,7,0000806085-03-000166
806085,2003-08-27,7,0000893750-03-000454
806085,2003-08-26,7,0000806085-03-000157
806085,2003-07-22,"5,7",0000893750-03-000407
806085,2003-07-14,"5,7",0000806085-03-000139
806085,2003-07-10,"5,7",0000806085-03-000137
806085,2003-07-01,"5,7",0000893750-03-000356
806085,2003-06-24,7,0000806085-03-000134
806085,2003-06-19,"5,7",0000806085-03-000130
806085,2003-06-02,7,0000806085-03-000120
806085,2003-05-27,7,0000806085-03-000113
806085,2003-05-20,7,0000806085-03-000105
806085,2003-05-13,7,0000806085-03-000094
806085,2003-05-08,7,0000806085-03-000090
806085,2003-05-08,7,0000806085-03-000088
806085,2003-05-02,5,0000806085-03-000084
806085,2003-05-01,7,0000806085-03-000082
806085,2003-04-29,7,0000806085-03-000080
806085,2003-03-21,7,0000806085-03-000054
806085,2003-03-20,"5,7",0000806085-03-000052
806085,2003-03-17,7,0001047469-03-008869
806085,2003-01-09,"5,7",0000806085-03-000003
806085,2002-12-23,5,0000806085-02-000209
806085,2002-12-23,7,0000806085-02-000208
806085,2002-12-19,7,0000806085-02-000205
806085,2002-12-11,7,0000806085-02-000202
806085,2002-11-13,7,0000806085-02-000188
806085,2002-10-18,7,0000806085-02-000183
806085,2002-10-02,7,0000806085-02-000178
806085,2002-09-27,7,0000806085-02-000176
806085,2002-09-24,"5,7",0000806085-02-000173
806085,2002-08-14,"7,9",0000806085-02-000159
806085,2002-08-05,7,0000806085-02-000148
806085,2002-08-05,7,0000806085-02-000146
806085,2002-07-02,7,0000806085-02-000136
806085,2002-07-02,7,0000806085-02-000135
806085,2002-06-27,"5,7",0000806085-02-000130
806085,2002-06-19,7,0000893750-02-000358
806085,2002-06-18,"5,7",0000806085-02-000121
806085,2002-05-09,7,0000806085-02-000093
806085,2002-04-30,7,0000950136-02-001264
806085,2002-03-26,7,0000806085-02-000088
806085,2002-03-20,"5,7",0000806085-02-000086
806085,2002-02-05,7,0000806085-02-000015
806085,2002-02-01,7,0000806085-02-000013
806085,2001-12-26,7,0000950136-01-502145
806085,2001-12-20,"5,7",0000950136-01-502114
806085,2001-11-13,7,0000806085-01-500071
806085,2001-10-05,7,0000950136-01-501506
806085,2001-10-02,7,0000912057-01-534180
806085,2001-09-25,"5,7",0000893750-01-500382
806085,2001-08-21,7,0000912057-01-529736
806085,2001-08-14,7,0000806085-01-500049
806085,2001-07-26,7,0000806085-01-500042
806085,2001-07-03,7,0000912057-01-522424
806085,2001-06-29,"5,7",0000806085-01-500039
806085,2001-06-19,"5,7",0000806085-01-500036
806085,2001-06-14,7,0000806085-01-500032
806085,2001-06-01,7,0000806085-01-500026
806085,2001-05-22,7,0000806085-01-500018
806085,2001-05-02,7,0000806085-01-500010
806085,2001-04-26,7,0000806085-01-500006
806085,2001-04-26,7,0000806085-01-500005
806085,2001-03-21,"5,7",0000806085-01-000032
806085,2001-03-13,7,0000806085-01-000031
806085,2001-02-27,"5,7",0000806085-01-000023
806085,2001-01-05,"5,7",0000806085-01-000003
806085,2001-01-04,"5,7",0000806085-01-000001
806085,2000-11-14,7,0000893750-00-000521
806085,2000-09-20,1,0000806085-00-000085
806085,2000-09-20,1,0000806085-00-000084
806085,2000-07-07,"5,7",0000806085-00-000057
806085,2000-07-07,"5,7",0000806085-00-000056
806085,2000-06-16,"5,7",0000806085-00-000049
806085,2000-04-17,"5,7",0000806085-00-000038
806085,2000-03-30,7,0000806085-00-000023
806085,2000-03-20,"5,7",0000912057-00-012357
806085,2000-02-23,7,0000806085-00-000020
806085,2000-01-06,"5,7",0000806085-00-000001
806085,1999-11-15,7,0000806085-99-000117
806085,1999-09-23,"5,7",0000806085-99-000110
806085,1999-07-22,7,0000806085-99-000101
806085,1999-07-08,7,0000806085-99-000093
806085,1999-06-22,"5,7",0000806085-99-000088
806085,1999-04-20,7,0000806085-99-000070
806085,1999-03-19,"5,7",0000806085-99-000061
806085,1999-01-27,7,0000806085-99-000013
806085,1999-01-07,"5,7",0000806085-99-000002
806085,1998-10-05,"5,7",0000806085-98-000151
806085,1998-09-28,"5,7",0000806085-98-000150
806085,1998-09-23,"5,7",0000806085-98-000144
806085,1998-09-04,"5,7",0000806085-98-000134
806085,1998-07-23,7,0000806085-98-000114
806085,1998-06-18,"5,7",0000806085-98-000105
806085,1998-05-13,2,0000806085-98-000090
806085,1998-04-06,"5,7",0000806085-98-000072
806085,1998-03-25,"5,7",0000806085-98-000067
806085,1998-01-07,"5,7",0000806085-98-000002
806085,1997-09-30,"5,7",0000806085-97-000164
806085,1997-09-04,7,0000806085-97-000156
806085,1997-06-26,"5,7",0000806085-97-000118
806085,1997-03-26,"5,7",0000806085-97-000077
806085,1997-01-08,"5,7",0000806085-97-000005
806085,1996-09-26,"5,7",0000806085-96-000148
806085,1996-06-20,1,0000806085-96-000065
806085,1996-03-22,"5,7",0000806085-96-000029
806085,1996-02-13,"5,7",0000806085-96-000013
806085,1996-01-09,"5,7",0000806085-96-000004
806085,1995-09-21,"5,7",0000806085-95-000163
806085,1995-06-28,"5,7",0000806085-95-000122
806085,1995-03-24,"5,7",0000806085-95-000090
806085,1995-01-06,"5,7",0000806085-95-000002
806085,1994-11-15,1,0000806085-94-000068
806085,1994-09-22,"5,7",0000806085-94-000053
806085,1994-09-02,"5,7",0000950123-94-001463
806085,1994-07-29,"5,7",0000950123-94-001247
806085,1994-06-15,8,0000950123-94-001061
806085,1994-06-07,5,0000950123-94-001020
806085,1994-04-26,"5,7",0000950123-94-000816
806085,1994-04-14,"5,7",0000950123-94-000760
806085,1994-02-24,"5,7",0000950123-94-000404
1004980,2026-08-04,"8.01,9.01",0001193125-26-332848
1004980,2026-07-23,"2.02,7.01,9.01",0001004980-26-000047
1004980,2026-06-23,"1.01,8.01,9.01",0001193125-26-279461
1004980,2026-06-03,"8.01,9.01",0001193125-26-255485
1004980,2026-05-26,5.07,0001999371-26-011451
1004980,2026-04-23,"2.02,7.01,9.01",0001004980-26-000032
1004980,2026-02-20,"8.01,9.01",0001193125-26-061381
1004980,2026-02-19,"8.01,9.01",0001193125-26-059497
1004980,2026-02-12,"2.02,7.01,9.01",0001004980-26-000008
1004980,2025-12-17,"5.02,5.03,8.01,9.01",0001999371-25-020477
1004980,2025-10-23,"2.02,7.01,9.01",0001004980-25-000147
1004980,2025-10-02,"8.01,9.01",0001193125-25-228354
1004980,2025-09-26,7.01,0001999371-25-014049
1004980,2025-09-24,"1.01,2.03,8.01,9.01",0001193125-25-215416
1004980,2025-09-15,"7.01,9.01",0001999371-25-013212
1004980,2025-09-12,5.02,0001999371-25-013179
1004980,2025-07-31,"2.02,7.01,9.01",0001004980-25-000131
1004980,2025-06-24,"1.01,2.03,8.01,9.01",0001193125-25-145743
1004980,2025-06-04,"8.01,9.01",0001193125-25-134966
1004980,2025-05-28,5.07,0001999371-25-006723
1004980,2025-04-24,"2.02,7.01,9.01",0001004980-25-000085
1004980,2025-02-26,"8.01,9.01",0001193125-25-036754
1004980,2025-02-13,"2.02,7.01,9.01",0001004980-25-000008
1004980,2025-01-21,"1.01,8.01,9.01",0001193125-25-009579
1004980,2024-12-16,"5.02,5.03,9.01",0001839882-24-045364
1004980,2024-12-05,"1.01,3.03,5.03,8.01,9.01",0001193125-24-271513
1004980,2024-12-04,"1.01,8.01,9.01",0001193125-24-270806
1004980,2024-12-02,"1.01,7.01,9.01",0001193125-24-268378
1004980,2024-11-15,"8.01,9.01",0001193125-24-259865
1004980,2024-11-07,"2.02,7.01,9.01",0001004980-24-000119
1004980,2024-10-15,5.02,0001839882-24-033695
1004980,2024-10-01,"7.01,9.01",0001839882-24-031721
1004980,2024-09-11,"8.01,9.01",0001193125-24-217249
1004980,2024-09-05,"8.01,9.01",0001193125-24-214249
1004980,2024-08-01,"8.01,9.01",0001193125-24-191548
1004980,2024-07-25,"2.02,7.01,9.01",0001004980-24-000104
1004980,2024-05-20,5.07,0001999371-24-006337
1004980,2024-04-25,"2.02,7.01,9.01",0001004980-24-000055
1004980,2024-02-28,"8.01,9.01",0001193125-24-050712
1004980,2024-02-22,"2.02,7.01,9.01",0001004980-24-000013
1004980,2023-12-08,"1.01,2.03,8.01,9.01",0001193125-23-291746
1004980,2023-12-04,"2.03,3.02,9.01",0001193125-23-288500
1004980,2023-11-30,"8.01,9.01",0001193125-23-285597
1004980,2023-11-29,"8.01,9.01",0001193125-23-284719
1004980,2023-11-28,"7.01,8.01,9.01",0001839882-23-031517
1004980,2023-11-20,"1.01,2.03,8.01,9.01",0001193125-23-280664
1004980,2023-11-08,"8.01,9.01",0001193125-23-273605
1004980,2023-10-26,"2.02,7.01,9.01",0001004980-23-000148
1004980,2023-09-18,8.01,0001387131-23-011237
1004980,2023-08-16,5.02,0001308179-23-000972
1004980,2023-07-27,"2.02,7.01,9.01",0001004980-23-000134
1004980,2023-06-26,"1.01,8.01,9.01",0001193125-23-175133
1004980,2023-06-05,"8.01,9.01",0001193125-23-160746
1004980,2023-05-31,8.01,0001308179-23-000881
1004980,2023-05-25,"7.01,9.01",0001308179-23-000876
1004980,2023-05-22,"5.03,5.07,9.01",0001308179-23-000870
1004980,2023-05-15,"7.01,9.01",0000950157-23-000513
1004980,2023-05-04,"2.02,7.01,9.01",0001004980-23-000088
1004980,2023-03-30,"8.01,9.01",0001193125-23-085601
1004980,2023-03-15,"5.02,7.01",0001308179-23-000183
1004980,2023-02-27,5.02,0001308179-23-000070
1004980,2023-02-23,"2.02,7.01,9.01",0001004980-23-000028
1004980,2023-02-21,5.02,0001308179-23-000054
1004980,2023-02-10,5.02,0001308179-23-000043
1004980,2023-01-06,"8.01,9.01",0001193125-23-003548
1004980,2022-12-15,5.02,0001308179-22-000408
1004980,2022-12-15,8.01,0001308179-22-000407
1004980,2022-12-02,5.02,0001308179-22-000384
1004980,2022-11-30,"8.01,9.01",0001193125-22-295403
1004980,2022-10-27,"2.02,7.01,9.01",0001004980-22-000132
1004980,2022-09-28,"7.01,9.01",0001308179-22-000369
1004980,2022-09-26,8.01,0000950157-22-001053
1004980,2022-09-07,8.01,0001308179-22-000353
1004980,2022-07-28,"2.02,7.01,9.01",0001004980-22-000111
1004980,2022-07-21,"8.01,9.01",0001193125-22-199190
1004980,2022-06-09,"7.01,9.01",0001839882-22-012836
1004980,2022-06-08,"8.01,9.01",0001193125-22-170214
1004980,2022-05-31,5.03,0001308179-22-000331
1004980,2022-05-23,5.07,0001308179-22-000327
1004980,2022-05-11,"8.01,9.01",0001193125-22-146523
1004980,2022-04-28,"2.02,7.01,9.01",0001004980-22-000069
1004980,2022-04-21,"1.01,2.03,8.01,9.01",0001193125-22-113240
1004980,2022-04-21,8.01,0001308179-22-000249
1004980,2022-04-11,8.01,0001308179-22-000229
1004980,2022-04-04,"1.01,2.03,8.01,9.01",0001193125-22-095125
1004980,2022-03-15,5.02,0001308179-22-000051
1004980,2022-02-28,8.01,0001308179-22-000024
1004980,2022-02-18,"8.01,9.01",0001193125-22-046665
1004980,2022-02-16,"7.01,9.01",0000950157-22-000150
1004980,2022-02-10,"2.02,7.01,9.01",0001004980-22-000008
1004980,2022-01-21,"5.02,9.01",0001308179-22-000008
1004980,2021-12-06,5.02,0001308179-21-000332
1004980,2021-11-15,"8.01,9.01",0001193125-21-329890
1004980,2021-11-15,"8.01,9.01",0001193125-21-328376
1004980,2021-11-02,8.01,0001387131-21-010657
1004980,2021-11-01,"2.02,7.01,9.01",0001004980-21-000038
1004980,2021-10-12,5.02,0001387131-21-009920
1004980,2021-09-27,8.01,0000950157-21-001049
1004980,2021-09-27,8.01,0001387131-21-009638
1004980,2021-09-16,8.01,0001387131-21-009486
1004980,2021-08-24,8.01,0000950157-21-000864
1004980,2021-08-09,"7.01,9.01",0000950157-21-000825
1004980,2021-07-30,8.01,0000950157-21-000789
1004980,2021-07-29,"2.02,9.01",0001004980-21-000030
1004980,2021-07-09,"1.01,9.01",0000950157-21-000748
1004980,2021-07-02,8.01,0000950157-21-000736
1004980,2021-06-23,"1.01,2.03,8.01,9.01",0001193125-21-196851
1004980,2021-06-03,"8.01,9.01",0001193125-21-180737
1004980,2021-05-24,"5.02,5.07,9.01",0000950157-21-000549
1004980,2021-05-24,"1.01,9.01",0000950157-21-000548
1004980,2021-04-30,"1.01,9.01",0000950157-21-000474
1004980,2021-04-29,"2.02,7.01,9.01",0001004980-21-000011
1004980,2021-04-07,"5.02,9.01",0000950157-21-000403
1004980,2021-04-07,8.01,0000950157-21-000402
1004980,2021-03-31,5.02,0000950157-21-000391
1004980,2021-03-24,5.02,0000950157-21-000378
1004980,2021-03-11,"8.01,9.01",0001193125-21-077390
1004980,2021-03-04,8.01,0000950157-21-000304
1004980,2021-03-03,5.02,0000950157-21-000277
1004980,2021-02-26,8.01,0000950157-21-000235
1004980,2021-02-25,"2.02,9.01",0001004980-21-000005
1004980,2021-02-23,"5.02,9.01",0000950157-21-000222
1004980,2021-02-16,5.02,0000950157-21-000199
1004980,2021-02-02,1.01,0000950157-21-000096
1004980,2021-01-26,"5.02,9.01",0000950157-21-000059
1004980,2020-12-30,5.02,0000950157-20-001474
1004980,2020-12-15,8.01,0000950157-20-001452
1004980,2020-12-11,8.01,0000950157-20-001428
1004980,2020-12-04,8.01,0000950157-20-001410
1004980,2020-11-25,"8.01,9.01",0000950157-20-001390
1004980,2020-11-18,"5.02,9.01",0000950157-20-001363
1004980,2020-11-16,"8.01,9.01",0001193125-20-294783
1004980,2020-10-30,5.02,0000950157-20-001306
1004980,2020-10-29,"2.02,7.01,9.01",0001004980-20-000057
1004980,2020-10-16,8.01,0000950157-20-001275
1004980,2020-10-09,8.01,0000950157-20-001260
1004980,2020-10-08,"1.01,2.03,9.01",0001193125-20-265890
1004980,2020-10-01,8.01,0000950157-20-001215
1004980,2020-09-30,8.01,0001193125-20-259632
1004980,2020-09-28,5.02,0000950157-20-001197
1004980,2020-09-22,"5.02,8.01",0000950157-20-001140
1004980,2020-09-17,5.02,0000950157-20-001117
1004980,2020-09-01,5.02,0000950157-20-001041
1004980,2020-08-20,5.02,0000950157-20-001015
1004980,2020-08-19,"7.01,9.01",0001004980-20-000051
1004980,2020-08-04,5.02,0000950157-20-000975
1004980,2020-08-03,"8.01,9.01",0000950157-20-000970
1004980,2020-07-30,"2.02,7.01,9.01",0001004980-20-000047
1004980,2020-07-30,5.02,0000950157-20-000943
1004980,2020-07-17,"8.01,9.01",0000950157-20-000912
1004980,2020-07-07,"5.02,9.01",0000950157-20-000860
1004980,2020-07-07,5.02,0000950157-20-000858
1004980,2020-07-02,"1.01,1.02,2.03,3.02,3.03,5.02,8.01,9.01",0001193125-20-185803
1004980,2020-06-30,"7.01,9.01",0001004980-20-000042
1004980,2020-06-26,"8.01,9.01",0000950157-20-000813
