cik,filing_date_8k,items,accession
1004980,2007-05-30,"7.01,9.01",0001004980-07-000127
1004980,2007-05-15,"7.01,9.01",0001140361-07-009856
1004980,2007-05-10,"2.02,7.01,9.01",0001004980-07-000122
1004980,2007-05-07,8.01,0000075488-07-000021
1004980,2007-04-20,"5.02,5.03,8.01,9.01",0001004980-07-000118
1004980,2007-04-04,"7.01,9.01",0001004980-07-000106
1004980,2007-04-04,"7.01,9.01",0001004980-07-000101
1004980,2007-03-16,8.01,0000075488-07-000009
1004980,2007-03-14,"8.01,9.01",0000950149-07-000092
1004980,2007-03-06,8.01,0001004980-07-000079
1004980,2007-03-05,"7.01,9.01",0001004980-07-000072
1004980,2007-02-27,"1.01,2.03",0001004980-07-000063
1004980,2007-02-23,5.02,0001004980-07-000059
1004980,2007-02-22,"2.02,7.01,9.01",0001004980-07-000052
1004980,2007-02-15,"7.01,9.01",0001004980-07-000042
1004980,2007-02-14,8.01,0001004980-07-000039
1004980,2007-02-14,8.01,0001004980-07-000037
1004980,2007-02-08,"7.01,9.01",0001004980-07-000035
1004980,2006-12-22,"5.02,5.03,8.01,9.01",0001140361-06-018742
1004980,2006-12-04,8.01,0001004980-06-000262
1004980,2006-11-15,5.02,0001004980-06-000258
1004980,2006-11-08,"2.02,7.01,9.01",0001004980-06-000249
1004980,2006-10-23,8.01,0001004980-06-000235
1004980,2006-09-26,"7.01,9.01",0001004980-06-000217
1004980,2006-09-05,"7.01,9.01",0001140361-06-012901
1004980,2006-08-22,"7.01,9.01",0001004980-06-000204
1004980,2006-08-22,"7.01,8.01,9.01",0001004980-06-000200
1004980,2006-08-15,"1.01,5.02,9.01",0001004980-06-000196
1004980,2006-08-02,"2.02,7.01,9.01",0001004980-06-000193
1004980,2006-07-25,8.01,0001004980-06-000179
1004980,2006-07-18,1.01,0001004980-06-000176
1004980,2006-06-22,"5.03,7.01,9.01",0001004980-06-000151
1004980,2006-06-16,8.01,0001004980-06-000142
1004980,2006-05-10,"7.01,9.01",0001004980-06-000134
1004980,2006-05-03,"2.02,7.01,9.01",0001004980-06-000120
1004980,2006-04-25,8.01,0001004980-06-000109
1004980,2006-03-30,"1.01,1.02,2.03",0001004980-06-000092
1004980,2006-03-20,8.01,0001004980-06-000088
1004980,2006-03-09,8.01,0001004980-06-000072
1004980,2006-03-01,"7.01,9.01",0001004980-06-000070
1004980,2006-02-17,"2.02,7.01,9.01",0001004980-06-000062
1004980,2006-02-06,8.01,0001004980-06-000053
1004980,2006-01-13,"2.03,8.01",0001004980-06-000043
1004980,2006-01-09,"1.01,9.01",0001004980-06-000041
1004980,2005-12-28,"1.01,5.03,8.01,9.01",0001004980-05-000279
1004980,2005-12-28,5.02,0001004980-05-000277
1004980,2005-12-28,5.02,0001004980-05-000275
1004980,2005-12-02,"1.01,2.03,8.01",0001004980-05-000265
1004980,2005-11-28,"7.01,9.01",0001004980-05-000261
1004980,2005-11-18,"1.01,2.03,8.01",0001004980-05-000259
1004980,2005-11-09,"5.02,8.01",0001004980-05-000257
1004980,2005-11-07,7.01,0001004980-05-000255
1004980,2005-11-02,"2.02,7.01,9.01",0001004980-05-000245
1004980,2005-10-31,8.01,0001004980-05-000241
1004980,2005-10-28,"8.01,9.01",0001104659-05-051006
1004980,2005-10-21,"1.01,5.02,5.03,8.01,9.01",0001004980-05-000233
1004980,2005-10-07,8.01,0001004980-05-000224
1004980,2005-09-22,"1.01,5.02,8.01",0001004980-05-000205
1004980,2005-08-03,"2.02,7.01,9.01",0001004980-05-000184
1004980,2005-06-21,"1.01,1.02,2.03,5.02,5.03,8.01,9.01",0001004980-05-000163
1004980,2005-05-11,8.01,0001004980-05-000135
1004980,2005-05-04,"2.02,7.01,9.01",0001004980-05-000129
1004980,2005-04-25,"1.01,8.01,9.01",0001004980-05-000120
1004980,2005-04-12,"1.01,2.03",0001004980-05-000107
1004980,2005-04-11,"1.01,1.02,2.03,8.01",0001004980-05-000105
1004980,2005-03-30,8.01,0001004980-05-000099
1004980,2005-03-07,"1.01,2.03,8.01",0001004980-05-000077
1004980,2005-02-18,"2.02,8.01,9.01",0001047469-05-004225
1004980,2005-02-18,"2.02,8.01,9.01",0001047469-05-004224
1004980,2005-02-11,8.01,0001004980-05-000051
1004980,2005-02-01,"1.02,8.01",0001004980-05-000049
1004980,2005-01-06,"1.01,9.01",0001004980-05-000042
1004980,2004-12-28,8.01,0001004980-04-000298
1004980,2004-12-23,"1.01,2.03",0001004980-04-000297
1004980,2004-12-21,"1.01,8.01",0001004980-04-000294
1004980,2004-12-20,"5.03,9.01",0001004980-04-000292
1004980,2004-12-16,"1.01,2.03,5.02,5.03,8.01,9.01",0001004980-04-000285
1004980,2004-11-23,8.01,0001004980-04-000274
1004980,2004-11-02,"2.02,9.01",0001004980-04-000260
1004980,2004-10-22,8.01,0001004980-04-000252
1004980,2004-10-14,8.01,0001004980-04-000243
1004980,2004-09-03,8.01,0001004980-04-000215
1004980,2004-09-01,"7.01,9.01",0001004980-04-000211
1004980,2004-08-03,12,0001004980-04-000186
1004980,2004-07-16,5,0001004980-04-000169
1004980,2004-07-14,5,0001004980-04-000167
1004980,2004-07-01,5,0001004980-04-000156
1004980,2004-06-18,"5,7",0000950149-04-001155
1004980,2004-05-28,5,0001004980-04-000119
1004980,2004-05-25,5,0001004980-04-000118
1004980,2004-05-14,5,0001004980-04-000113
1004980,2004-05-14,5,0001004980-04-000111
1004980,2004-05-13,5,0001004980-04-000109
1004980,2004-05-04,12,0001004980-04-000097
1004980,2004-04-27,5,0000950149-04-000869
1004980,2004-04-19,5,0001004980-04-000077
1004980,2004-04-12,"5,7",0000950149-04-000763
1004980,2004-04-12,5,0001004980-04-000075
1004980,2004-04-07,5,0001004980-04-000073
1004980,2004-03-31,"5,9",0001004980-04-000066
1004980,2004-03-26,5,0001004980-04-000064
1004980,2004-03-23,"5,7",0000950149-04-000671
1004980,2004-03-18,5,0001004980-04-000062
1004980,2004-03-16,5,0001004980-04-000060
1004980,2004-03-12,5,0001004980-04-000058
1004980,2004-03-10,"5,7",0001004980-04-000056
1004980,2004-03-02,"5,7,9",0000950149-04-000510
1004980,2004-02-19,"12,5,7",0001004980-04-000040
1004980,2004-02-03,5,0001004980-04-000033
1004980,2004-01-22,"11,5,7",0001004980-04-000022
1004980,2003-12-31,9,0001004980-03-000305
1004980,2003-12-23,5,0001004980-03-000297
1004980,2003-12-22,"5,7",0001004980-03-000295
1004980,2003-12-16,5,0001004980-03-000283
1004980,2003-12-15,5,0001004980-03-000275
1004980,2003-12-12,5,0001004980-03-000273
1004980,2003-12-09,5,0001004980-03-000270
1004980,2003-12-02,9,0001004980-03-000268
1004980,2003-11-20,5,0001004980-03-000264
1004980,2003-11-12,12,0001004980-03-000255
1004980,2003-10-24,5,0001004980-03-000242
1004980,2003-10-15,"5,9",0001004980-03-000232
1004980,2003-10-03,9,0001004980-03-000230
1004980,2003-09-16,"5,9",0001004980-03-000211
1004980,2003-09-10,5,0001004980-03-000209
1004980,2003-09-03,"5,9",0001004980-03-000207
1004980,2003-08-25,5,0001004980-03-000203
1004980,2003-08-19,12,0001004980-03-000198
1004980,2003-08-14,5,0001004980-03-000186
1004980,2003-07-08,"5,9",0001004980-03-000155
1004980,2003-07-08,5,0001004980-03-000154
1004980,2003-07-02,"5,7",0000950149-03-001509
1004980,2003-07-02,"5,7",0000950149-03-001506
1004980,2003-07-02,5,0001004980-03-000152
1004980,2003-06-27,5,0001004980-03-000131
1004980,2003-06-20,"5,7",0001004980-03-000126
1004980,2003-06-16,5,0001004980-03-000117
1004980,2003-06-02,9,0001004980-03-000101
1004980,2003-05-13,9,0001004980-03-000091
1004980,2003-05-13,9,0001004980-03-000088
1004980,2003-04-24,5,0001004980-03-000074
1004980,2003-04-21,5,0001004980-03-000072
1004980,2003-04-02,"5,7",0001004980-03-000054
1004980,2003-04-02,"5,7",0001004980-03-000053
1004980,2003-03-17,5,0001004980-03-000038
1004980,2003-03-12,5,0001004980-03-000030
1004980,2003-03-06,"5,7",0001004980-03-000022
1004980,2003-02-26,9,0001004980-03-000019
1004980,2003-02-26,"7,9",0001004980-03-000014
1004980,2003-01-16,7,0001004980-03-000007
1004980,2003-01-06,"5,7",0001004980-03-000001
1004980,2002-12-04,"5,7",0001004980-02-000093
1004980,2002-11-18,5,0001004980-02-000091
1004980,2002-10-22,"5,7",0001004980-02-000083
1004980,2002-10-21,5,0001004980-02-000082
1004980,2002-10-15,5,0001004980-02-000080
1004980,2002-10-10,5,0001004980-02-000079
1004980,2002-10-03,"5,7",0001004980-02-000077
1004980,2002-09-10,5,0001004980-02-000075
1004980,2002-09-04,"5,7",0001004980-02-000073
1004980,2002-09-03,"5,7",0001004980-02-000072
1004980,2002-08-26,"5,7",0001004980-02-000070
1004980,2002-08-19,"5,7",0001004980-02-000068
1004980,2002-08-06,5,0001004980-02-000066
1004980,2002-08-02,"7,9",0001004980-02-000062
1004980,2002-07-29,5,0001004980-02-000055
1004980,2002-07-02,"5,7",0001004980-02-000053
1004980,2002-06-26,"5,7",0001021408-02-008800
1004980,2002-06-20,5,0001004980-02-000041
1004980,2002-06-04,5,0001004980-02-000037
1004980,2002-05-21,5,0001004980-02-000035
1004980,2002-04-19,5,0001004980-02-000030
1004980,2002-04-02,"5,7",0001004980-02-000025
1004980,2002-03-05,"5,7",0001004980-02-000016
1004980,2002-02-28,"5,7",0001004980-02-000014
1004980,2002-02-13,5,0001004980-02-000012
1004980,2002-01-31,5,0001004980-02-000010
1004980,2002-01-18,5,0001004980-02-000008
1004980,2002-01-15,5,0001004980-02-000006
1004980,2002-01-11,5,0001004980-02-000002
1004980,2001-12-31,"5,7",0001004980-01-500090
1004980,2001-12-06,7,0001004980-01-500085
1004980,2001-12-04,"5,7",0001004980-01-500084
1004980,2001-11-30,5,0001004980-01-500079
1004980,2001-11-01,5,0001004980-01-500064
1004980,2001-10-25,5,0001004980-01-500059
1004980,2001-10-02,"5,7",0001004980-01-500054
1004980,2001-09-20,"5,7",0001004980-01-500049
1004980,2001-09-07,"5,7",0001004980-01-500045
1004980,2001-07-30,5,0001004980-01-500037
1004980,2001-07-09,"5,7",0001004980-01-500035
1004980,2001-06-06,"5,9",0001004980-01-500032
1004980,2001-05-08,5,0001004980-01-500030
1004980,2001-05-07,9,0000929624-01-500200
1004980,2001-05-02,9,0001004980-01-500028
1004980,2001-04-06,5,0000075488-01-500005
1004980,2001-04-06,5,0000075488-01-500003
1004980,2001-03-30,5,0001004980-01-500024
1004980,2001-03-26,5,0001004980-01-500022
1004980,2001-03-16,5,0001004980-01-500019
1004980,2001-03-09,5,0001004980-01-000010
1004980,2001-03-02,5,0001004980-01-500016
1004980,2001-03-01,5,0001004980-01-500014
1004980,2001-02-14,5,0001004980-01-500012
1004980,2001-02-01,5,0001004980-01-500010
1004980,2001-01-17,5,0001004980-01-500008
1004980,2001-01-10,5,0001004980-01-000008
1004980,2001-01-10,5,0001004980-01-000005
1004980,2001-01-05,5,0001004980-01-000003
1004980,2001-01-04,5,0001004980-01-000001
1004980,2001-01-02,5,0001004980-00-000051
1004980,2000-12-22,5,0001004980-00-000049
1004980,2000-12-18,5,0001004980-00-000047
1004980,2000-12-08,5,0001004980-00-000045
1004980,2000-11-24,5,0001004980-00-000043
1004980,2000-10-25,5,0001004980-00-000037
1004980,2000-09-14,5,0001004980-00-000030
1004980,2000-08-09,5,0001004980-00-000028
1004980,2000-07-28,5,0001004980-00-000021
1004980,2000-06-14,5,0001004980-00-000019
1004980,2000-06-12,5,0001004980-00-000017
1004980,2000-04-17,5,0001004980-00-000009
1004980,2000-02-23,5,0001004980-00-000005
1004980,2000-01-31,5,0001004980-00-000004
1004980,2000-01-21,5,0001004980-00-000001
1004980,1999-12-01,5,0001004980-99-000087
1004980,1999-11-05,5,0001004980-99-000085
1004980,1999-10-21,"5,7",0001004980-99-000084
1004980,1999-10-20,5,0001004980-99-000081
1004980,1999-10-01,5,0001004980-99-000075
1004980,1999-09-17,5,0001004980-99-000074
1004980,1999-09-14,5,0001004980-99-000069
1004980,1999-08-18,5,0001004980-99-000063
1004980,1999-06-14,5,0001004980-99-000036
1004980,1999-06-11,"4,7",0001004980-99-000028
1004980,1999-04-15,5,0001004980-99-000016
1004980,1999-03-25,5,0001004980-99-000008
1004980,1999-02-23,"4,5,7",0001004980-99-000001
1004980,1999-01-21,5,0000075488-99-000004
1004980,1998-11-25,5,0001004980-98-000027
1004980,1998-11-04,5,0001004980-98-000024
1004980,1998-10-21,5,0001004980-98-000021
1004980,1998-08-25,5,0001004980-98-000017
1004980,1998-07-16,5,0001004980-98-000015
1004980,1998-07-10,5,0001004980-98-000013
1004980,1998-04-17,5,0001004980-98-000011
1004980,1998-02-05,5,0001004980-98-000004
1004980,1998-01-22,5,0001004980-98-000002
1004980,1997-12-22,5,0000075488-97-000023
1004980,1997-11-25,5,0001004980-97-000036
1004980,1997-10-16,5,0001004980-97-000032
1004980,1997-09-16,5,0001004980-97-000030
1004980,1997-09-10,5,0000075488-97-000016
1004980,1997-08-06,5,0001004980-97-000028
1004980,1997-07-22,5,0000075488-97-000007
1004980,1997-06-27,5,0001004980-97-000025
1004980,1997-06-24,5,0001004980-97-000023
1004980,1997-05-22,5,0001004980-97-000021
1004980,1997-05-09,5,0001004980-97-000018
1004980,1997-04-21,"5,7",0001004980-97-000013
1004980,1997-03-04,5,0001004980-97-000008
1004980,1997-02-20,7,0000929624-97-000161
1004980,1997-02-03,5,0001004980-97-000006
1004980,1997-01-16,5,0001004980-97-000004
1004980,1997-01-08,5,0001004980-97-000002
1004980,1997-01-02,5,0001004980-97-000001
1024401,2004-11-18,"1.01,1.02,2.01,3.03,5.02,5.03,8.01,9.01",0000950129-04-009127
1024401,2004-11-05,"8.01,9.01",0000950129-04-008539
1024401,2004-10-20,"1.01,2.03,9.01",0000950129-04-007877
1024401,2004-10-14,"8.01,9.01",0000950129-04-007785
1024401,2004-10-01,5.02,0000950134-04-014392
1024401,2004-09-16,"8.01,9.01",0000950129-04-007090
1024401,2004-09-14,8.01,0000909518-04-000772
1024401,2004-09-08,"1.01,9.01",0000950134-04-013335
1024401,2004-09-03,"8.01,9.01",0000950129-04-006818
1024401,2004-09-03,"1.01,9.01",0000909518-04-000761
1024401,2004-08-25,"8.01,9.01",0000950129-04-006466
1024401,2004-07-20,"5,7",0000950134-04-010238
1024401,2004-07-02,"5,7",0000950129-04-004621
1024401,2004-06-25,"5,7",0000909518-04-000581
1024401,2004-05-21,"5,7",0000909518-04-000475
1024401,2004-04-30,7,0000950129-04-002614
1024401,2004-03-30,"5,7",0000950129-04-001663
1024401,2004-03-16,"5,7",0000950134-04-003615
1024401,2004-03-10,5,0000950129-04-001140
1024401,2004-03-02,"5,7",0000950129-04-000923
1024401,2004-02-27,"5,7",0000950129-04-000873
1024401,2004-02-18,"5,7",0000950129-04-000676
1024401,2004-02-17,"5,7",0000950129-04-000640
1024401,2004-01-12,"5,7",0000950134-04-000283
1024401,2003-12-31,5,0000950134-03-017257
1024401,2003-12-31,"5,7",0000950134-03-017255
1024401,2003-12-18,"5,7",0000950134-03-016871
1024401,2003-11-19,"5,7",0000950129-03-005763
1024401,2003-11-17,"5,7",0000950134-03-015498
1024401,2003-11-05,"5,7",0000950129-03-005364
1024401,2003-09-29,"5,7",0000950129-03-004804
1024401,2003-09-19,"5,7",0000950134-03-012882
1024401,2003-09-12,"5,7",0000950129-03-004639
1024401,2003-07-21,"5,7",0000950129-03-003673
1024401,2003-07-11,"5,7",0000950129-03-003596
1024401,2003-06-27,"5,7",0000950129-03-003414
1024401,2003-06-17,"5,7",0000950129-03-003213
1024401,2003-05-16,"5,7",0000950129-03-002844
1024401,2003-05-09,"5,7",0000950129-03-002574
1024401,2003-04-17,"5,7",0000950129-03-002093
1024401,2003-03-31,"5,7",0000950129-03-001729
1024401,2003-03-19,"5,7",0000950129-03-001449
1024401,2003-03-10,"5,7",0000950129-03-001292
1024401,2003-02-10,"5,7",0000950129-03-000663
1024401,2003-01-09,"5,7",0000950129-03-000075
1024401,2002-12-11,"5,7",0000950129-02-006061
1024401,2002-11-19,"5,7",0000950129-02-005808
1024401,2002-11-15,"5,7",0000950129-02-005763
1024401,2002-10-31,"5,7",0000950129-02-005295
1024401,2002-10-30,"5,7",0000950129-02-005283
1024401,2002-08-28,"5,7",0000950129-02-004398
1024401,2002-08-19,"5,7",0000950129-02-004292
1024401,2002-08-15,"5,7",0000950129-02-004267
1024401,2002-08-14,"5,7",0000950129-02-004170
1024401,2002-08-05,"5,7",0000950129-02-003843
1024401,2002-07-29,"5,7",0000950129-02-003761
1024401,2002-06-26,"5,7",0000950129-02-003244
1024401,2002-06-18,5,0000950129-02-003107
1024401,2002-06-13,"5,7",0000909518-02-000462
1024401,2002-06-07,"5,7",0000950172-02-001231
1024401,2002-06-05,"5,7",0000909518-02-000447
1024401,2002-05-20,"5,7",0000950129-02-002640
1024401,2002-05-17,"5,7",0000909518-02-000415
1024401,2002-04-22,"5,7",0000909518-02-000303
1024401,2002-04-22,"5,7",0000909518-02-000302
1024401,2002-02-14,"2,7",0000909518-02-000120
1024401,2002-02-12,5,0000909518-02-000098
1024401,2002-02-07,"5,7",0000909518-02-000089
1024401,2001-12-17,"3,7",0001024401-01-500046
1024401,2001-11-14,"5,7",0000950129-01-504015
1024401,2001-11-13,7,0000950129-01-503913
1024401,2001-11-08,"5,7",0000950129-01-503835
1024401,2001-02-28,"5,7",0000909281-01-500005
1024401,2001-01-31,"5,7",0000950129-01-000416
1024401,2000-05-19,5,0000950129-00-002545
1024401,1999-03-18,1,0001024401-99-000004
1024401,1999-01-26,7,0000950129-99-000252
1024401,1998-11-06,1,0001024401-98-000020
1024401,1998-10-16,"2,7",0000950129-98-004313
1024401,1998-03-20,1,0001024401-98-000004
1024401,1997-09-18,2,0001024401-97-000006
1024401,1997-09-02,"5,7",0000950129-97-003577
1024401,1997-07-16,2,0001024401-97-000002
1657853,2026-08-06,"2.02,9.01",0001657853-26-000045
1657853,2026-07-23,8.01,0000950103-26-011085
1657853,2026-06-29,"1.01,2.03,3.02,8.01,9.01",0001104659-26-078857
1657853,2026-06-25,"7.01,8.01,9.01",0001104659-26-077511
1657853,2026-06-24,"7.01,8.01,9.01",0001104659-26-077058
1657853,2026-06-24,7.01,0001104659-26-077045
1657853,2026-06-02,"1.01,2.03,9.01",0001657853-26-000036
1657853,2026-05-29,5.07,0001657853-26-000030
1657853,2026-05-07,"2.02,9.01",0001657853-26-000021
1657853,2026-04-30,"1.01,2.03,9.01",0001104659-26-053020
1657853,2026-02-26,"2.02,9.01",0001657853-26-000010
1657853,2025-12-05,"1.01,2.03,8.01,9.01",0000950103-25-015808
1657853,2025-11-04,"2.02,9.01",0001657853-25-000133
1657853,2025-10-03,5.02,0001657853-25-000125
1657853,2025-09-29,"1.01,2.03,3.02,9.01",0000950103-25-012441
1657853,2025-09-25,"8.01,9.01",0000950103-25-012177
1657853,2025-09-24,"8.01,9.01",0000950103-25-012134
1657853,2025-09-23,"8.01,9.01",0001657853-25-000116
1657853,2025-08-22,5.02,0001628280-25-041035
1657853,2025-08-07,"2.02,9.01",0001657853-25-000095
1657853,2025-08-01,5.02,0001104659-25-073133
1657853,2025-07-17,"1.01,2.03,9.01",0001628280-25-035253
1657853,2025-06-30,"1.01,2.03,9.01",0001628280-25-033537
1657853,2025-05-22,5.07,0001104659-25-052050
1657853,2025-05-13,"2.02,9.01",0001657853-25-000059
1657853,2025-05-09,"1.01,2.03,9.01",0001104659-25-046770
1657853,2025-03-24,"1.01,9.01",0001657853-25-000031
1657853,2025-03-18,5.02,0001657853-25-000029
1657853,2025-03-12,"1.01,2.03,9.01",0001657853-25-000027
1657853,2025-02-13,"2.02,9.01",0001657853-25-000011
1657853,2025-02-11,"7.01,9.01",0001104659-25-011223
1657853,2025-02-10,7.01,0001104659-25-010776
1657853,2024-12-13,"1.01,2.03,5.03,9.01",0000950103-24-017766
1657853,2024-12-05,"7.01,9.01",0000950103-24-017337
1657853,2024-12-05,"7.01,9.01",0000950103-24-017305
1657853,2024-11-12,"2.02,9.01",0001657853-24-000138
1657853,2024-08-27,"5.02,9.01",0000950103-24-012640
1657853,2024-08-01,"2.02,9.01",0001657853-24-000109
1657853,2024-07-26,"1.01,2.03,8.01,9.01",0001657853-24-000099
1657853,2024-06-28,"1.01,2.03,3.02,9.01",0000950103-24-009159
1657853,2024-06-21,"1.01,7.01,9.01",0000950103-24-008615
1657853,2024-06-20,"7.01,9.01",0000950103-24-008521
1657853,2024-06-03,"5.02,7.01,9.01",0001104659-24-067507
1657853,2024-05-22,5.07,0001657853-24-000073
1657853,2024-05-22,5.07,0001657853-24-000071
1657853,2024-04-25,"2.02,9.01",0001657853-24-000060
1657853,2024-04-22,"1.01,2.03,9.01",0001104659-24-050023
1657853,2024-04-03,5.02,0001193125-24-086037
1657853,2024-03-22,5.02,0001657853-24-000038
1657853,2024-03-18,"5.02,9.01",0001104659-24-035260
1657853,2024-02-27,5.02,0001657853-24-000024
1657853,2024-02-06,"2.02,9.01",0001657853-24-000019
1657853,2024-01-19,5.02,0001657853-24-000012
1657853,2024-01-11,2.02,0001657853-24-000010
1657853,2023-12-18,5.02,0001657853-23-000168
1657853,2023-11-17,"1.01,2.03,9.01",0001657853-23-000166
1657853,2023-10-26,"2.02,9.01",0001657853-23-000154
1657853,2023-10-24,"5.02,7.01,9.01",0001657853-23-000147
1657853,2023-09-26,"1.01,9.01",0001657853-23-000118
1657853,2023-09-22,"1.01,9.01",0001657853-23-000115
1657853,2023-09-13,5.02,0001657853-23-000112
1657853,2023-08-24,"1.01,2.03,9.01",0001104659-23-094906
1657853,2023-07-28,"5.02,7.01,9.01",0001657853-23-000107
1657853,2023-07-27,"2.02,9.01",0001657853-23-000104
1657853,2023-06-28,"1.01,9.01",0001104659-23-075878
1657853,2023-05-18,5.07,0001657853-23-000087
1657853,2023-04-27,"2.02,9.01",0001657853-23-000076
1657853,2023-03-27,"5.02,7.01,9.01",0001104659-23-036879
1657853,2023-03-02,"1.01,9.01",0001657853-23-000044
1657853,2023-02-07,"2.02,9.01",0001657853-23-000040
1657853,2023-01-18,"5.02,7.01,9.01",0001657853-23-000010
1657853,2022-12-22,"1.01,9.01",0001657853-22-000108
1657853,2022-12-05,"7.01,8.01,9.01",0001657853-22-000106
1657853,2022-10-27,"2.02,9.01",0001657853-22-000091
1657853,2022-07-28,"2.02,9.01",0001657853-22-000077
1657853,2022-06-27,"1.01,8.01,9.01",0001657853-22-000065
1657853,2022-06-15,"8.01,9.01",0001657853-22-000063
1657853,2022-05-19,5.07,0001657853-22-000049
1657853,2022-05-13,"8.01,9.01",0001104659-22-060461
1657853,2022-04-27,"2.02,9.01",0001657853-22-000047
1657853,2022-04-21,5.02,0001104659-22-048101
1657853,2022-04-14,"5.02,7.01,9.01",0001104659-22-046079
1657853,2022-04-01,"1.01,8.01,9.01",0001104659-22-041804
1657853,2022-02-24,"2.02,9.01",0001657853-22-000014
1657853,2022-02-04,"5.02,7.01,9.01",0001104659-22-011716
1657853,2022-01-19,"1.01,9.01",0001104659-22-005524
1657853,2021-12-27,1.01,0001104659-21-153614
1657853,2021-12-22,"5.02,7.01,8.01,9.01",0001104659-21-152457
1657853,2021-12-15,8.01,0001104659-21-150021
1657853,2021-12-09,7.01,0001104659-21-147821
1657853,2021-11-29,"7.01,8.01,9.01",0001104659-21-144465
1657853,2021-11-23,"8.01,9.01",0001104659-21-143108
1657853,2021-11-23,"1.01,2.03,9.01",0001104659-21-143061
1657853,2021-11-17,"8.01,9.01",0001104659-21-140636
1657853,2021-11-04,"5.03,9.01",0001104659-21-134371
1657853,2021-11-03,8.01,0001657853-21-000099
1657853,2021-11-02,"5.02,9.01",0001104659-21-133142
1657853,2021-10-28,"2.02,9.01",0001657853-21-000094
1657853,2021-10-27,"8.01,9.01",0001104659-21-130511
1657853,2021-10-15,"8.01,9.01",0001657853-21-000085
1657853,2021-10-06,"5.02,7.01,9.01",0001104659-21-123678
1657853,2021-10-05,"5.02,9.01",0001104659-21-122831
1657853,2021-09-13,5.02,0001104659-21-115131
1657853,2021-08-17,"5.02,7.01,9.01",0001104659-21-106999
1657853,2021-08-09,"2.02,9.01",0001657853-21-000076
1657853,2021-08-02,"5.02,9.01",0001104659-21-098957
1657853,2021-07-07,"1.01,1.02,2.03,3.02,3.03,5.01,5.02,5.03,9.01",0001104659-21-089858
1657853,2021-06-16,"1.03,9.01",0001104659-21-081986
1657853,2021-05-19,"1.01,8.01,9.01",0001104659-21-069414
1657853,2021-05-14,"7.01,8.01,9.01",0001104659-21-066944
1657853,2021-05-14,"7.01,8.01,9.01",0001104659-21-066499
1657853,2021-05-07,"7.01,8.01,9.01",0001104659-21-063198
1657853,2021-05-07,"2.02,9.01",0001657853-21-000015
1657853,2021-04-23,"7.01,8.01,9.01",0001104659-21-054169
1657853,2021-04-19,"1.01,7.01,8.01,9.01",0001104659-21-052025
1657853,2021-04-07,"1.01,8.01,9.01",0001104659-21-047273
1657853,2021-03-31,"7.01,8.01,9.01",0001104659-21-044081
1657853,2021-03-30,2.01,0001104659-21-043892
1657853,2021-03-03,"7.01,8.01,9.01",0001104659-21-031451
1657853,2021-02-26,"2.02,9.01",0001657853-21-000008
1657853,2021-02-22,5.02,0001104659-21-026214
1657853,2021-01-08,"7.01,9.01",0001104659-21-002389
1657853,2020-11-30,"1.01,2.03,7.01,9.01",0001104659-20-130608
1657853,2020-11-30,"7.01,9.01",0001104659-20-130214
1657853,2020-11-09,"2.02,9.01",0001657853-20-000116
1657853,2020-11-05,"7.01,9.01",0001657853-20-000110
1657853,2020-11-03,"1.01,2.03",0001657853-20-000106
1657853,2020-10-30,"3.01,7.01,9.01",0001657853-20-000104
1657853,2020-10-19,"5.02,7.01,9.01",0001657853-20-000097
1657853,2020-10-16,"7.01,9.01",0001657853-20-000093
1657853,2020-10-02,8.01,0001657853-20-000090
1657853,2020-09-28,"5.02,7.01,9.01",0001657853-20-000088
1657853,2020-08-14,5.02,0001104659-20-095605
1657853,2020-08-10,"2.02,9.01",0001657853-20-000079
1657853,2020-07-24,"7.01,8.01,9.01",0001104659-20-086142
1657853,2020-06-18,8.01,0001104659-20-074614
1657853,2020-06-17,8.01,0001104659-20-074139
1657853,2020-06-15,"1.01,8.01,9.01",0001104659-20-073223
1657853,2020-06-15,"7.01,9.01",0001104659-20-073130
1657853,2020-06-12,"8.01,9.01",0001104659-20-073000
1657853,2020-06-10,"3.01,5.02",0001104659-20-071684
1657853,2020-06-02,"7.01,8.01,9.01",0001104659-20-068931
1657853,2020-05-26,"1.01,1.03,2.04,5.02,7.01,9.01",0001104659-20-065674
1657853,2020-05-18,"5.02,7.01,9.01",0001104659-20-062963
1657853,2020-05-12,"2.02,7.01,9.01",0001657853-20-000052
1657853,2020-05-07,5.07,0001657853-20-000046
1657853,2020-05-05,"1.01,2.03,7.01,9.01",0001104659-20-056547
1657853,2020-04-29,8.01,0001657853-20-000043
1657853,2020-04-20,2.05,0001657853-20-000040
1657853,2020-03-26,"7.01,9.01",0001657853-20-000030
1657853,2020-03-23,5.02,0001657853-20-000028
1657853,2020-02-25,"2.02,7.01,9.01",0001657853-20-000005
1657853,2019-11-27,"5.02,9.01",0001657853-19-000164
1657853,2019-11-26,"1.01,2.03,8.01,9.01",0001657853-19-000153
1657853,2019-11-15,"8.01,9.01",0001657853-19-000151
1657853,2019-11-14,"1.01,7.01,8.01,9.01",0001657853-19-000149
1657853,2019-11-05,"2.02,7.01,9.01",0001657853-19-000144
1657853,2019-08-07,"2.02,7.01,9.01",0001657853-19-000131
1657853,2019-08-02,"1.01,2.03,9.01",0001657853-19-000126
1657853,2019-07-19,8.01,0001657853-19-000119
